run_id,step,requesting_peer_id,chunk_id,transfer_bytes,failed_node_ids,operation,replica_key,serving_peer_id,hop_count,lookup_latency_ms,total_latency_ms,result
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=0|le=2,131072,,GET,33968,34170,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=2|le=4,131072,,GET,41086,41550,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=4|le=6,131072,,GET,5664,5983,3,3.0,4.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=6|le=8,131072,,GET,16796,16625,3,3.0,4.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=8|le=10,131072,,GET,53239,51172,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=10|le=12,131072,,GET,47641,47350,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=12|le=14,131072,,GET,38569,37928,3,3.0,4.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=14|le=16,131072,,GET,33111,34170,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=16|le=18,131072,,GET,21200,22179,4,4.0,5.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=18|le=20,131072,,GET,57012,55713,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=20|le=22,131072,,GET,7272,6774,3,3.0,4.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=0|le=2,131072,,GET,32770,34170,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=2|le=4,131072,,GET,25736,25743,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=4|le=6,131072,,GET,20596,22179,3,3.0,4.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=6|le=8,131072,,GET,30831,32038,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=8|le=10,131072,,GET,28311,28135,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=10|le=12,131072,,GET,707,427,3,3.0,4.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=12|le=14,131072,,GET,53824,53449,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=14|le=16,131072,,GET,51389,49767,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=16|le=18,131072,,GET,60542,60844,3,3.0,4.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=18|le=20,131072,,GET,51598,50005,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=20|le=22,131072,,GET,24773,24969,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=0|le=2,131072,,GET,32113,32038,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=2|le=4,131072,,GET,28585,28135,2,2.0,3.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=4|le=6,131072,,GET,33304,34170,1,1.0,2.45,hit
run_00000,0,51172,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=6|le=8,131072,,GET,21661,22179,3,3.0,4.45,hit
