run_id,chunk_id,replica_index,replica_key,peer_id,is_primary,placement_epoch,peer_used_kv_bytes_before,peer_used_kv_bytes_after,placement_reason
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=0|le=2,0,33968,34170,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=0|le=2,1,41392,41550,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=2|le=4,0,41086,41550,True,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=2|le=4,1,29686,29264,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=4|le=6,0,5664,5983,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=4|le=6,1,28674,29173,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=6|le=8,0,16796,16625,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=6|le=8,1,35536,35022,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=8|le=10,0,53239,51172,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=8|le=10,1,33138,34170,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=10|le=12,0,47641,47350,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=10|le=12,1,8862,8961,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=12|le=14,0,38569,37928,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=12|le=14,1,64742,64733,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=14|le=16,0,33111,34170,True,0,262144,393216,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=14|le=16,1,30865,32038,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=16|le=18,0,21200,22179,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=16|le=18,1,21566,22179,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=18|le=20,0,57012,55713,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=18|le=20,1,54737,55001,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=20|le=22,0,7272,6774,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=0|te=32|ls=20|le=22,1,58250,58134,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=0|le=2,0,32770,34170,True,0,393216,524288,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=0|le=2,1,12192,12163,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=2|le=4,0,25736,25743,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=2|le=4,1,4264,5983,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=4|le=6,0,20596,22179,True,0,262144,393216,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=4|le=6,1,34357,34170,False,0,524288,655360,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=6|le=8,0,30831,32038,True,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=6|le=8,1,40696,39220,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=8|le=10,0,28311,28135,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=8|le=10,1,43982,45043,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=10|le=12,0,707,427,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=10|le=12,1,29264,29264,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=12|le=14,0,53824,53449,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=12|le=14,1,65307,64733,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=14|le=16,0,51389,49767,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=14|le=16,1,28771,29173,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=16|le=18,0,60542,60844,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=16|le=18,1,3357,3268,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=18|le=20,0,51598,50005,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=18|le=20,1,28662,28135,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=20|le=22,0,24773,24969,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=32|te=64|ls=20|le=22,1,35097,35022,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=0|le=2,0,32113,32038,True,0,262144,393216,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=0|le=2,1,59606,59847,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=2|le=4,0,28585,28135,True,0,262144,393216,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=2|le=4,1,22690,22956,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=4|le=6,0,33304,34170,True,0,655360,786432,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=4|le=6,1,57502,58134,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=6|le=8,0,21661,22179,True,0,393216,524288,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=6|le=8,1,25654,25743,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=8|le=10,0,59805,59847,True,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=8|le=10,1,39514,39220,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=10|le=12,0,16626,16625,True,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=10|le=12,1,37062,37928,False,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=12|le=14,0,8498,8961,True,0,131072,262144,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=12|le=14,1,42349,42539,False,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=14|le=16,0,26439,26203,True,0,0,131072,initial
run_00000,m=tinyllama|l=512|s=token_layer_group|tb=32|lg=2|ts=64|te=96|ls=14|le=16,1,19925,19806,False,0,0,131072,initial
